weight_type,M,E,topk,H,N,avg_duration,overall_perf,pred_perf,perf_diff,rel_gap
w13,1024,32,4,2048,768,77.9154,0.3342741846382428,0.46307668,-0.12880251,-0.2781451
w13,960,32,4,2048,768,77.5506,0.3358466189270301,0.46307668,-0.12723005,-0.27474943
w13,993,32,4,2048,768,77.5252,0.3359566541687418,0.46307668,-0.12712002,-0.2745118
w13,921,32,4,2048,768,77.0514,0.3380224993415116,0.46307668,-0.12505418,-0.2700507
w13,896,32,4,2048,768,76.91040000000001,0.3386421967089307,0.46307668,-0.12443447,-0.26871246
w13,832,32,4,2048,768,76.5586,0.3401983161364307,0.46307668,-0.12287837,-0.2653521
w13,849,32,4,2048,768,76.5202,0.3403690372707146,0.46307668,-0.122707635,-0.26498342
w13,825,32,4,2048,768,76.4946,0.3404829465839751,0.46307668,-0.12259373,-0.26473743
w13,753,32,4,2048,768,75.9636,0.342862987085427,0.46307668,-0.12021369,-0.2595978
w13,777,32,4,2048,768,75.94460000000001,0.3429487653600458,0.46307668,-0.12012792,-0.2594126
w13,729,32,4,2048,768,75.5924,0.3445466317481988,0.46307668,-0.118530035,-0.255962
w13,768,32,4,2048,768,75.4388,0.3452481588487958,0.46307668,-0.11782852,-0.2544471
w13,672,32,4,2048,768,75.4002,0.3454249034586452,0.46307668,-0.11765179,-0.25406545
w13,736,32,4,2048,768,75.1058,0.3467789013067239,0.46307668,-0.11629778,-0.25114152
w13,657,32,4,2048,768,75.0102,0.3472208687053567,0.46307668,-0.11585581,-0.2501871
w13,681,32,4,2048,768,75.0034,0.347252348637029,0.46307668,-0.11582434,-0.25011915
w13,609,32,4,2048,768,74.7028,0.3486496731817622,0.46307668,-0.114427,-0.24710162
w13,608,32,4,2048,768,74.6772,0.3487691933516862,0.46307668,-0.11430749,-0.24684355
w13,585,32,4,2048,768,74.63239999999999,0.3489785509478798,0.46307668,-0.11409813,-0.24639145
w13,960,60,8,2048,1536,237.7998,0.4107200700825212,0.5240167,-0.1132966,-0.216208
w13,537,32,4,2048,768,74.4084,0.3500291204455752,0.46307668,-0.11304757,-0.24412279
w13,544,32,4,2048,768,74.3758,0.3501825433240724,0.46307668,-0.11289415,-0.24379148
w13,561,32,4,2048,768,74.3572,0.3502701393511663,0.46307668,-0.11280653,-0.24360226
w13,576,32,4,2048,768,74.28020000000001,0.3506332347753849,0.46307668,-0.11244345,-0.2428182
w13,921,60,8,2048,1536,237.3004,0.4115844327342454,0.5240167,-0.11243224,-0.21455851
w13,896,60,8,2048,1536,236.187,0.4135246669867923,0.5240167,-0.11049202,-0.21085593
w13,849,60,8,2048,1536,235.3298,0.4150309502732315,0.5240167,-0.10898572,-0.2079814
w13,832,60,8,2048,1536,235.131,0.4153818531865621,0.5240167,-0.10863483,-0.20731178
w13,825,60,8,2048,1536,234.7024,0.4161403995937388,0.5240167,-0.10787627,-0.20586419
w13,768,60,8,2048,1536,233.5824,0.4181357436245604,0.5240167,-0.105880946,-0.20205644
w13,777,60,8,2048,1536,233.2558,0.4187212087399736,0.5240167,-0.10529548,-0.20093918
w13,753,60,8,2048,1536,232.7056,0.4197112167546012,0.5240167,-0.104305476,-0.19904992
w13,729,60,8,2048,1536,232.4816,0.4201156156943583,0.5240167,-0.10390106,-0.19827816
w13,736,60,8,2048,1536,232.34700000000004,0.420358991171005,0.5240167,-0.10365769,-0.19781373
w13,681,60,8,2048,1536,231.5408,0.4218226356720264,0.5240167,-0.10219404,-0.19502059
w13,672,60,8,2048,1536,230.4082,0.4238961570013981,0.5240167,-0.100120515,-0.1910636
w13,1881,60,4,2048,1408,209.8258,0.4266875410212126,0.5267106,-0.10002309,-0.18990141
w13,1833,60,4,2048,1408,209.67199999999997,0.4270005277042655,0.5267106,-0.09971011,-0.18930718
w13,657,60,8,2048,1536,230.1646,0.4243447972520949,0.5240167,-0.09967187,-0.19020744
w13,1785,60,4,2048,1408,208.9678,0.4284394755785759,0.5267106,-0.09827116,-0.18657523
w13,608,60,8,2048,1536,229.16019999999995,0.4262046835428209,0.5240167,-0.097812,-0.18665817
w13,609,60,8,2048,1536,228.9934,0.4265151332816121,0.5240167,-0.097501546,-0.18606573
w13,1737,60,4,2048,1408,208.4112,0.4295837010909621,0.5267106,-0.09712693,-0.18440282
w13,576,60,8,2048,1536,228.3788,0.4276629464801878,0.5240167,-0.09635374,-0.18387532
w13,585,60,8,2048,1536,228.354,0.4277093920912685,0.5240167,-0.09630728,-0.18378666
w13,1689,60,4,2048,1408,207.9058,0.4306279798101291,0.5267106,-0.09608266,-0.1824202
w13,1641,60,4,2048,1408,207.2976,0.4318914191230807,0.5267106,-0.09481922,-0.18002146
w13,561,60,8,2048,1536,227.5602,0.4292013740610595,0.5240167,-0.094815314,-0.1809395
w13,544,60,8,2048,1536,227.3874,0.4295275398795602,0.5240167,-0.09448913,-0.18031703
w13,1593,60,4,2048,1408,206.9518,0.4326130753383577,0.5267106,-0.094097555,-0.17865133
w13,537,60,8,2048,1536,227.1506,0.4299753138297215,0.5240167,-0.09404138,-0.17946257
w13,4096,128,4,2048,512,167.8164,0.413866690911616,0.5072882,-0.09342152,-0.18415867
w13,1536,60,4,2048,1408,206.10100000000003,0.4343989337499999,0.5267106,-0.09231171,-0.17526077
w13,3969,128,4,2048,512,167.3554,0.4150067350602378,0.5072882,-0.09228149,-0.18191136
w13,1545,60,4,2048,1408,205.9922,0.4346283725539547,0.5267106,-0.09208226,-0.17482515
w13,1521,60,4,2048,1408,205.81260000000003,0.4350076460081099,0.5267106,-0.091703,-0.17410508
w13,1473,60,4,2048,1408,205.0956,0.4365284025830332,0.5267106,-0.090182215,-0.17121775
w13,1425,60,4,2048,1408,204.8208,0.4371140755470574,0.5267106,-0.08959654,-0.17010581
w13,3777,128,4,2048,512,166.1394,0.4180442336297116,0.5072882,-0.08924398,-0.17592362
w13,1377,60,4,2048,1408,204.328,0.4381683109745544,0.5267106,-0.08854231,-0.16810428
w13,1329,60,4,2048,1408,204.0852,0.4386895994653642,0.5267106,-0.08802104,-0.1671146
w13,1233,60,4,2048,1408,203.195,0.4406115044406051,0.5267106,-0.08609912,-0.1634657
w13,3393,128,4,2048,512,164.821,0.4213881613914496,0.5072882,-0.08590007,-0.16933188
w13,3585,128,4,2048,512,164.7892,0.4214694782710282,0.5072882,-0.08581874,-0.16917156
w13,1281,60,4,2048,1408,202.696,0.4416962083356788,0.5267106,-0.08501443,-0.16140634
w13,1152,60,4,2048,1408,202.0684,0.443068063313258,0.5267106,-0.08364257,-0.15880175
w13,1185,60,4,2048,1408,201.8642,0.4435162581815336,0.5267106,-0.083194375,-0.15795082
w13,3201,128,4,2048,512,163.4836,0.4248353850092615,0.5072882,-0.08245283,-0.16253647
w13,2048,128,8,4096,3072,1808.6992,0.4607971396152558,0.54313964,-0.082342505,-0.15160467
w13,2025,128,8,4096,3072,1806.8372,0.4612720049069177,0.54313964,-0.081867635,-0.15073037
w13,3072,128,4,2048,512,162.9844,0.4261366004887592,0.5072882,-0.081151605,-0.1599714
w13,1113,60,4,2048,1408,200.8652,0.4457220795080917,0.5267106,-0.080988556,-0.1537629
w13,1065,60,4,2048,1408,200.757,0.4459623058962265,0.5267106,-0.08074832,-0.1533068
