num_prefill_tokens,num_decode_tokens,output_tokens
1116,428,48
1079,433,48
4076,52,48
395,97,48
1045,410,48
194,161,48
1076,411,48
1363,111,48
1117,428,48
1046,442,48
1066,405,48
1912,72,48
1059,622,48
433,111,48
402,93,48
1069,419,48
2377,90,48
197,183,48
161,169,48
1093,396,48
388,54,48
2108,123,48
1101,385,48
437,88,48
1210,385,48
1069,430,48
401,105,48
419,149,48
1201,396,48
1628,48,48
397,91,48
1315,197,48
