attention_type,bs,q_lengths,kv_lengths,nh,nkv,hd,avg_duration,hardware,tc_bf16,xu_fp32,fma_fp32,num_sms,sm_freq,mem_bandwidth,l2_cache_bandwidth,shared_memory_bandwidth,tensor_all_ops,tensor_all_cycle,tensor_sm_max_ops,tensor_sm_max_cycle,xu_all_ops,xu_all_cycle,xu_sm_max_ops,xu_sm_max_cycle,global_in_flight,global_cycle,local_cycle,sm_max_in_flight,sm_max_global_cycle,sm_max_shared_cycle,sm_max_local_cycle,overall_perf,predicted,rel_error
fa2_paged,12,"[1,1,1,1,1,1,1,1,1,1,1,1]","[13,90,201,5409,4833,2433,1737,1257,18945,11649,8193,8961]",64,8,128,371.8670000000001,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,4390256640,60385.35211267605,40009728,78144.0,42008960,18489.85915492957,373792,23362.0,131040.0,360115.09280273115,55104.30515857425,1192.0,465159.6540610613,9536.0,71178.07622375543,0.0652145671080723,0.15384683,1.3590868
fa2_ragged,2,"[70,512]","[12033,896]",64,8,128,1392.2293333333334,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,43859312640,301629.2957746479,973209600,950400.0,98337792,43282.47887323944,2139648,133728.0,171712.0,427304.2678833008,64845.41529686512,3728.0,1317348.9570617678,29824.0,199913.8474200596,0.0864878318779081,0.20348753,1.352788
fa2_paged,12,"[1,1,1,1,1,1,1,1,1,1,1,1]","[1065,98,327,512,2529,5601,5601,2145,489,1881,6369,7425]",32,8,128,202.49360000000007,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,2365980672,32542.647887323943,19464192,38016.0,24756608,10896.394366197184,198688,12418.0,71136.0,195491.05037862543,29913.765657511736,584.0,227897.0117211912,4672.0,34872.48029754461,0.0645419731830206,0.14988217,1.3222432
fa2_paged,16,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[736,18561,153,291,118,1137,1353,2001,195,729,6273,537,7713,15105,11649,12288]",24,8,128,235.0656666666667,NVIDIA H20,1024,16,128,78,1830,4022.784,8815,128,5424021504,67908.92307692308,152469504,148896.0,17901952,14344.51282051282,465952,29122.0,161120.0,69899.47526952882,31899.091403591177,4520.0,152952.82398848736,36160.0,69801.04062344902,0.1578652538294858,0.36286497,1.2985739
fa2_paged,16,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[54,57,6945,57,55,477,495,2625,1113,969,6177,5409,2145,7425,5793,12417]",32,4,128,101.253,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,1829634048,25165.521126760563,15138816,29568.0,20251072,8913.323943661971,161824,10114.0,55280.0,151916.684448527,23246.077450900368,456.0,177946.98175490266,3648.0,27229.19694465812,0.0998156596907439,0.22844554,1.2886744
fa2_paged,2,"[106,160]","[1449,1425]",32,8,64,86.41933333333334,NVIDIA A100-SXM4-80GB,2048,16,64,108,1410,2039.04,3235,128,3598712832,16270.222222222224,34603008,16896.0,11234304,6501.333333333333,106752,6672.0,16768.0,11057.952478556084,6969.894102588872,160.0,11395.59988248146,1280.0,7182.715296561052,0.1335252686120949,0.3031303,1.2702091
fa2_paged,16,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[10,101,10,36,255,36,13569,61,110,6849,4608,849,8097,1809,12801,18561]",128,8,128,397.7605999999999,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,4662755328,64133.40845070423,46497792,90816.0,44331392,19512.056338028167,429088,26818.0,139104.0,382276.02159059147,58495.339322178814,1384.0,540084.699010494,11072.0,82643.00125308515,0.0647534947805936,0.14420667,1.2270098
fa2_paged,1,[1],[207],4,1,128,30.44933333333333,NVIDIA A40,1024,16,128,84,1740,696.096,2430,128,14057472,163.42857142857142,540672,528.0,546208,406.4047619047619,21008,1313.0,520.0,1239.6056312410572,355.09651089891975,20.0,4004.8797317018775,160.0,1147.2348813657409,0.003084614868577,0.006745849,1.1869301
fa2_paged,1,[1],[19713],32,8,128,149.0796,NVIDIA A40,1024,16,128,84,1740,696.096,2430,128,1362493440,15840.0,16220160,15840.0,14367360,10690.0,171040,10690.0,40992.0,97719.0654535258,27992.53110532408,488.0,97719.06545352582,3904.0,27992.53110532408,0.0610643459994665,0.13340539,1.1846688
fa3_paged,1,[90],[96],8,1,128,43.854400000000005,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,50331648,93.0909090909091,6291456,1536.0,106496,50.42424242424242,13312,832.0,448.0,233.229629499123,88.64629836309524,56.0,3848.2888867355286,448.0,1462.6639229910716,0.0011599599864552,0.0025075807,1.1617721
fa3_paged,2,"[7,23]","[21,705]",40,8,128,71.3252142857143,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,2264924160,4189.090909090909,50331648,12288.0,4648960,2201.212121212121,102912,6432.0,11200.0,5830.740737478074,2216.157459077381,224.0,15393.155546942116,1792.0,5850.655691964286,0.0320941302213333,0.069374055,1.1615804
fa2_paged,6,"[18,21,27,51,111,399]","[2304,273,99,19713,1024,3585]",64,4,128,1617.806133333333,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,89319014400,614264.7887323943,1563623424,1526976.0,195660288,86118.08450704225,3364608,210288.0,340768.0,847999.0959167479,128687.8172747515,5848.0,2066485.1665496824,46784.0,313598.7606524969,0.1515728488546814,0.32573563,1.1490366
fa2_paged,8,"[10,16,32,35,58,74,121,705]","[23,17,55,50,86,585,2625,18561]",16,4,64,805.0999333333333,NVIDIA A100-SXM4-80GB,2048,16,64,108,1410,2039.04,3235,128,58487734272,264430.22222222225,650969088,317856.0,127062528,73531.55555555556,1420032,88752.0,218720.0,144238.75036437184,90914.55379999032,2440.0,173782.89820784229,19520.0,109536.40827255604,0.2329389892260309,0.49973586,1.1453508
fa2_paged,16,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[55,95,108,7425,1401,18432,12288,393,20481,5217,291,993,8961,1689,2529,2913]",16,8,128,121.6178,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,5930090496,10968.0,64880640,15840.0,21176448,10026.727272727272,217120,13570.0,176544.0,91909.1332819044,34932.97343351403,1928.0,132491.0888147518,15424.0,50357.4293486926,0.0492809656394937,0.10528922,1.1365087
fa2_paged,1,[1],[129],4,1,64,9.87946666666667,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,9191424,126.4225352112676,540672,1056.0,357136,157.19014084507043,21008,1313.0,306.0,840.9281013250591,128.67763567249477,18.0,7024.2229640093165,144.0,1074.8367214996624,0.0051391541879269,0.01096875,1.1343471
fa2_paged,12,"[1,1,1,1,1,1,1,1,1,1,1,1]","[7,91,369,66,107,1281,189,7713,237,435,729,15105]",32,8,128,127.0918,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,1890189312,25998.422535211263,17301504,33792.0,20701568,9111.605633802816,180256,11266.0,57056.0,156797.36519347242,23992.91235597995,520.0,202921.9967380469,4160.0,31050.83862110136,0.0821542660366571,0.17530131,1.1338065
fa2_paged,12,"[1,1,1,1,1,1,1,1,1,1,1,1]","[66,62,19,35,51,2337,261,896,471,507,15105,10881]",40,8,128,183.2599333333333,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,2184314880,30043.94366197184,20545536,40128.0,23208320,10214.929577464787,207904,12994.0,65760.0,180717.0978533852,27653.07621510869,616.0,240384.51921276323,4928.0,36783.30113576623,0.0658400372009001,0.14024694,1.1301163
fa2_paged,6,"[1,1,1,1,1,1]","[777,171,9729,501,7617,17025]",8,2,64,26.050666666666665,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,428212224,792.0,3244032,792.0,5546112,2626.0,42016,2626.0,13200.0,6871.944440599159,2611.8998624840565,100.0,6871.944440599159,800.0,2611.8998624840565,0.0166132748456559,0.03536076,1.1284636
fa2_paged,12,"[1,1,1,1,1,1,1,1,1,1,1,1]","[16,608,195,17793,12033,5793,8577,3585,1209,1761,9729,3585]",128,8,128,175.1045333333333,NVIDIA A100-SXM4-80GB,2048,16,64,108,1410,2039.04,3235,128,4515692544,20416.0,56229888,27456.0,22785408,13186.0,272416,17026.0,134496.0,88695.75241864739,55905.467391566846,1672.0,119084.01877193128,13376.0,75059.37484906298,0.0826902213693695,0.1756488,1.1241784
fa2_ragged,4,"[9,29,103,213]","[28,195,320,225]",14,2,64,32.97906666666667,NVIDIA L20,516,16,128,92,2520,864.096,4011,128,289800192,6104.655207280081,6488064,12573.767441860466,1905408,1294.4347826086955,46848,2928.0,2320.0,6452.479265541676,1390.067694698953,56.0,14328.953955202896,448.0,3086.9089496073298,0.0734551480669902,0.15524706,1.1134945
fa2_ragged,2,"[7,315]","[29,327]",7,1,64,26.2676,NVIDIA A100-SXM4-80GB,2048,16,64,108,1410,2039.04,3235,128,136249344,616.0,4325376,2112.0,884736,512.0,25728,1608.0,1080.0,712.2249926550913,448.91970603506576,32.0,2279.119976496293,256.0,1436.5430593122103,0.0166318747287195,0.035138827,1.1127393
fa2_paged,1,[1],[177],7,1,128,13.05386666666667,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,37306368,69.0,1622016,396.0,483184,228.78030303030303,21008,1313.0,1196.0,622.6398144664087,236.65395723719172,52.0,3573.4111091115624,416.0,1358.1879284917093,0.002888409924476,0.0060878578,1.107681
fa2_paged,16,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[5313,31,2049,2145,44,1497,576,65,3681,1377,777,3585,1713,5601,1617,1521]",24,8,128,188.8959333333333,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,2240544768,30817.352112676057,21626880,42240.0,23687552,10425.859154929578,217120,13570.0,67424.0,185289.9879207215,28352.813423471533,648.0,252872.02670433532,5184.0,38694.12197398784,0.0655199210125759,0.13654451,1.084015
fa2_paged,8,"[1,1,1,1,1,1,1,1]","[29,3873,249,107,128,7521,7521,6465]",64,8,128,86.86899999999999,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,1877213184,25819.94366197184,15138816,29568.0,20590976,9062.929577464787,161824,10114.0,56672.0,155742.08287024096,23831.43453866545,456.0,177946.98175490266,3648.0,27229.19694465812,0.1193688805665135,0.24805002,1.0780123
fa2_ragged,1,[80],[129],16,4,64,22.636666666666663,NVIDIA A100-SXM4-80GB,2048,16,64,108,1410,2039.04,3235,128,60555264,273.77777777777777,4325376,2112.0,393216,227.5555555555556,25728,1608.0,480.0,316.5444411800406,199.5198693489181,32.0,2279.119976496293,256.0,1436.5430593122103,0.0085776161119935,0.01781258,1.0766339
fa3_paged,1,[80],[736],8,2,128,61.14306666666666,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,402653184,744.7272727272727,50331648,12288.0,823296,389.8181818181818,102912,6432.0,1792.0,932.918517996492,354.58519345238096,224.0,15393.155546942116,1792.0,5850.655691964286,0.0066557798950228,0.013771459,1.0690963
fa2_paged,6,"[1,1,1,1,1,1]","[7233,80,381,79,46,17793]",64,8,128,71.2598,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,1786380288,24570.591549295776,14057472,27456.0,19816832,8722.197183098591,152608,9538.0,53984.0,148355.10660762087,22701.08981746392,424.0,165459.47426333054,3392.0,25318.37610643649,0.1384750932435451,0.28585765,1.0643253
fa2_paged,16,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[126,453,261,219,81,1449,14337,10113,19329,135,122,18561,3009,1641,4641,4641]",24,8,128,207.58733333333333,NVIDIA A100-SXM4-80GB,2048,16,64,108,1410,2039.04,3235,128,5475926016,24757.33333333333,82182144,40128.0,26877312,15554.0,383008,23938.0,162912.0,107435.18333650578,67717.0436570228,2440.0,173782.89820784229,19520.0,109536.40827255604,0.0845831590639193,0.17361963,1.0526501
fa2_paged,6,"[1,1,1,1,1,1]","[105,512,20097,6561,2817,7329]",40,8,128,101.98886666666668,NVIDIA A100-SXM4-80GB,2048,16,64,108,1410,2039.04,3235,128,2707685376,12241.777777777776,28114944,13728.0,15080832,8727.333333333334,152608,9538.0,80992.0,53411.59870844551,33665.65262147411,840.0,59826.89938302768,6720.0,37709.25530694552,0.0851280358620827,0.17426215,1.0470593
fa2_paged,1,[1],[207],4,1,128,12.704133333333331,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,42172416,78.0,1622016,396.0,546208,258.6212121212121,21008,1313.0,1352.0,703.8537033098532,267.5218647029124,52.0,3573.4111091115624,416.0,1358.1879284917093,0.0033550459288582,0.0068672434,1.0468372
fa2_paged,16,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[147,19,1257,10881,3201,110,256,633,423,351,13953,10113,4608,1953,1425,1929]",28,4,128,72.27446666666667,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,1766916096,24302.87323943662,14057472,27456.0,19716544,8678.05633802817,152608,9538.0,53424.0,146816.153219575,22465.60133388027,424.0,165459.47426333054,3392.0,25318.37610643649,0.1350434047616444,0.27514517,1.0374573
fa2_paged,1,[1],[160],6,1,128,8.420133333333334,NVIDIA L20,516,16,128,92,2520,864.096,4011,128,10813440,227.7856420626896,540672,1047.813953488372,420160,285.4347826086956,21008,1313.0,400.0,1112.4964250933922,239.66684391361247,20.0,5117.483555429606,160.0,1102.4674820026178,0.010735118343651,0.021839743,1.0344193
fa2_ragged,2,"[4,103]","[6,213]",32,8,64,32.89573333333333,NVIDIA A100-SXM4-80GB,2048,16,64,108,1410,2039.04,3235,128,259522560,1173.3333333333333,4325376,2112.0,1741824,1008.0,25728,1608.0,2112.0,1392.7955411921787,877.8874251352396,32.0,2279.119976496293,256.0,1436.5430593122103,0.0252966332078447,0.051101424,1.0200875
fa2_paged,1,[1],[129],4,1,64,12.704133333333337,NVIDIA H200,4096,16,128,132,1830,4916.7,10403,128,27574272,51.0,1622016,396.0,357136,169.09848484848484,21008,1313.0,850.0,301.7146458335717,142.59736606458927,50.0,2342.725485295968,400.0,1107.2266070897515,0.0021936838765611,0.004428727,1.018849
fa2_paged,16,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[1257,13,91,26,195,112,231,357,5697,165,1185,2304,3969,18945,11649,11265]",64,8,128,201.51273333333333,NVIDIA H20,1024,16,128,78,1830,4022.784,8815,128,4022599680,50363.07692307692,129761280,126720.0,13920640,11154.358974358976,401440,25090.0,119648.0,51907.47527959648,23688.322295536727,3848.0,130212.93511232284,30784.0,59423.54077854686,0.1365710573548073,0.27548963,1.0171888
fa2_paged,16,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[9,9,8961,38,1809,375,108,4257,3681,261,1665,1929,489,9345,6945,19329]",32,8,128,190.2088,NVIDIA H20,1024,16,128,78,1830,4022.784,8815,128,4139384832,51825.230769230766,113541120,110880.0,14252416,11420.205128205129,355360,22210.0,123104.0,53406.80861209084,24372.553054541266,3368.0,113970.15734363394,26944.0,52011.04088933104,0.1488879496350975,0.29727843,0.99665874
fa2_paged,1,[1],[17409],64,4,128,19.14673333333333,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,612040704,8418.25352112676,4325376,8448.0,9873856,4345.887323943662,69664,4354.0,19248.0,52896.02645197626,8094.075592889476,136.0,53071.90683918149,1088.0,8120.988562441894,0.1765744917642952,0.3502207,0.9834161
fa2_paged,12,"[1,1,1,1,1,1,1,1,1,1,1,1]","[8,447,27,40,416,327,6561,303,243,8001,4096,5793]",24,8,128,117.86786666666666,NVIDIA L40,512,16,128,142,2490,864.096,5647,128,1890189312,25998.422535211263,17301504,33792.0,20701568,9111.605633802816,180256,11266.0,57056.0,156797.36519347242,23992.91235597995,520.0,202921.9967380469,4160.0,31050.83862110136,0.0885833759747719,0.17530131,0.97894144
fa2_paged,12,"[1,1,1,1,1,1,1,1,1,1,1,1]","[44,123,1881,59,18561,18177,17793,87,256,1137,705,1185]",64,8,128,340.69066666666663,NVIDIA RTX A6000,1024,16,128,84,1800,768.0,2700,128,4096131072,47620.57142857143,78938112,77088.0,37665408,28024.85714285714,705568,44098.0,121888.0,272440.91033935547,77494.30338541667,2344.0,440096.8551635742,18752.0,125183.10546874996,0.0776536477348161,0.15362571,0.97834504
fa2_paged,2,"[1,1]","[106,1929]",20,4,128,23.355600000000003,NVIDIA H100,4096,16,128,132,1830,3352.32,8820,128,421724160,780.0,3244032,792.0,5462080,2586.212121212121,42016,2626.0,13520.0,7038.537033098533,2675.2186470291244,104.0,7146.822218223125,832.0,2716.3758569834185,0.0182495636248574,0.036045235,0.97512805
fa3_paged,2,"[43,102]","[6081,120]",16,4,64,155.9714666666667,NVIDIA H800,4096,16,128,132,1830,3352.32,8820,128,4982833152,9216.0,301989888,73728.0,20299776,9611.636363636364,1229568,76848.0,13440.0,6996.8888849736895,2659.388950892857,792.0,54425.79996954535,6336.0,20686.246910873728,0.0322883773641321,0.06309687,0.9541665
fa2_ragged,6,"[19,46,51,70,177,2241]","[41,2048,2048,165,381,4929]",4,1,64,168.29953333333333,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,9758048256,67108.05633802817,112459776,109824.0,24308352,10699.098591549297,272640,17040.0,39504.0,98305.46379089355,14918.312557581065,448.0,158308.0291748047,3584.0,24023.981664213166,0.1591783572902391,0.31084922,0.9528358
fa2_paged,12,"[1,1,1,1,1,1,1,1,1,1,1,1]","[13,90,201,5409,4833,2433,1737,1257,18945,11649,8193,8961]",64,8,128,312.70700000000005,NVIDIA RTX 6000 Ada Generation,1024,16,128,142,2505,960.0,6326,128,4390256640,30192.676056338027,40009728,39072.0,42008960,18489.85915492957,373792,23362.0,131040.0,326092.2431945801,49486.0185688898,1192.0,421212.4347686768,9536.0,63920.95121371004,0.0385439548636522,0.07526977,0.9528293
