M,N,avg_duration,overall_perf,pred_perf,perf_diff,rel_gap
15105,640,3494.2226,0.0086256924269157,0.81912065,-0.81049496,-0.9894696
672,19456,1947.763,0.0349638745995632,0.7592712,-0.7243073,-0.9539507
5697,3584,857.9774,0.0431543625655884,0.61961734,-0.576463,-0.9303532
416,18432,732.076,0.3735590587049797,0.7786143,-0.40505522,-0.52022576
416,9216,373.617,0.3659812340719329,0.7666651,-0.40068388,-0.52263224
416,18432,324.7142,0.3684615868014755,0.7658818,-0.3974202,-0.5189054
416,8704,117.6088,0.3633253068920367,0.75822794,-0.39490265,-0.5208231
320,25600,238.3588,0.3556917081168178,0.745157,-0.3894653,-0.52266204
339,6400,69.999,0.3542737431910088,0.74066925,-0.3863955,-0.5216843
54273,1024,71.27919999999999,0.4045281483033081,0.7842494,-0.37972128,-0.48418432
17025,640,76.84700000000001,0.4412351893518964,0.8204892,-0.37925404,-0.46222916
585,28672,647.27,0.4538608182107601,0.8327871,-0.37892628,-0.4550098
544,4352,63.6374,0.4196652965984249,0.7954745,-0.37580922,-0.472434
320,18432,526.283,0.3711658956174132,0.7457847,-0.3746188,-0.5023149
537,28672,307.1588,0.4328007727199947,0.8061058,-0.37330502,-0.4630968
832,5120,544.4396,0.4048820964958369,0.77710444,-0.37222233,-0.47898623
345,6400,66.61359999999999,0.3722784498905243,0.74066925,-0.3683908,-0.49737558
345,9472,63.9128,0.4074105364983038,0.77384424,-0.3664337,-0.47352386
351,6400,66.1528,0.374871626743349,0.74066925,-0.3657976,-0.49387443
320,18432,235.5614,0.3627950364805454,0.7281164,-0.36532137,-0.50173485
320,26624,726.214,0.3885291714688703,0.75362337,-0.36509418,-0.48445177
351,9472,63.458400000000005,0.4103278389796905,0.77384424,-0.3635164,-0.46975395
106497,896,200.9434,0.4302803526733103,0.7927426,-0.36246225,-0.45722565
411,25600,321.2452,0.3647010755191212,0.7271031,-0.36240205,-0.49841908
416,8960,35.759,0.3584853045655989,0.7196471,-0.3611618,-0.5018596
