M,N,avg_duration,overall_perf,pred_perf,perf_diff,rel_gap
22,1280,12.4372,0.1730425477692402,0.4245527,-0.25151014,-0.59241205
43,3584,17.378,0.4941384194217529,0.7454957,-0.25135726,-0.33716795
113,768,13.1666,0.392295312402399,0.6422493,-0.24995399,-0.3891853
39,1536,11.362,0.3030684421919514,0.55223715,-0.24916872,-0.45119876
25,1536,10.5556,0.2609771980889728,0.5096316,-0.24865437,-0.48791006
41,768,10.1266,0.204024863637447,0.45244744,-0.24842258,-0.5490639
28,3072,12.2388,0.33762757527061,0.5858844,-0.2482568,-0.42373002
17,1152,11.1508,0.3242490962257595,0.57212406,-0.24787498,-0.43325388
57,3072,16.8274,0.49879616714114,0.7465724,-0.24777621,-0.33188504
4161,1536,54.4852,0.6185698203972861,0.8662066,-0.2476368,-0.28588653
31,3072,12.213,0.3383408145600542,0.5858844,-0.24754357,-0.42251265
62,3072,16.7952,0.4997524663565077,0.7465724,-0.24681991,-0.33060414
243,2048,35.1188,0.5841235249536851,0.83042824,-0.24630469,-0.2965996
17,1536,10.389,0.1988717089335808,0.44506112,-0.24618942,-0.55315864
30,3072,12.1554,0.3399440880778865,0.5858844,-0.2459403,-0.41977614
65,768,10.5366,0.2941287774202737,0.5400358,-0.24590701,-0.45535317
37,1536,11.2272,0.3067072502658679,0.55223715,-0.24552989,-0.44460952
30,1536,10.4276,0.2641807234788408,0.5096316,-0.24545085,-0.48162413
59,3072,16.7444,0.5012686404380462,0.7465724,-0.24530375,-0.3285733
23,1536,10.3256,0.2000927969426446,0.44506112,-0.24496832,-0.55041504
49,2048,16.2004,0.4605341773701511,0.7054241,-0.24488989,-0.3471527
58,1152,11.0228,0.3280143722279456,0.57212406,-0.24410969,-0.42667264
40,1536,11.1636,0.3084545881422615,0.55223715,-0.24378255,-0.4414454
56,1792,19.2144,0.4293636528476791,0.6730234,-0.24365976,-0.36203757
35,2304,12.4436,0.3632024516814064,0.60652363,-0.24332118,-0.40117344
18,2048,12.2196,0.3029332722183069,0.5460297,-0.24309641,-0.44520733
47,3584,17.09,0.5024656204044016,0.7454957,-0.24303007,-0.32599795
34,1536,11.1314,0.3093468602498295,0.55223715,-0.2428903,-0.4398297
41,1536,11.9572,0.3455789288647796,0.58841485,-0.24283591,-0.41269508
25,3072,14.9268,0.3691040158839083,0.61189085,-0.24278682,-0.39678127
49,1536,13.1796,0.3657811387491981,0.60847324,-0.24269211,-0.3988542
28,1536,10.62,0.2837128705425455,0.52571595,-0.24200308,-0.4603305
77,640,11.1316,0.2320059766914651,0.47358868,-0.24158269,-0.5101108
31,1536,10.274,0.2681303204348804,0.5096316,-0.24150124,-0.47387418
52,3072,16.6164,0.5051300295461604,0.7465724,-0.24144232,-0.3234011
63,3072,16.6104,0.505312492351227,0.7465724,-0.24125987,-0.3231567
68,640,10.7154,0.1807630417533676,0.42157024,-0.2408072,-0.5712149
57,3072,20.1556,0.5552430505964145,0.79603535,-0.24079227,-0.30248943
