M,N,avg_duration,overall_perf,pred_perf,perf_diff,rel_gap
35,2048,119.5026,0.1064803128373019,0.7195083,-0.613028,-0.85200965
171,896,134.6898,0.0850065602860421,0.6646431,-0.5796366,-0.87210196
288,3584,799.6744,0.3405572701128451,0.86969364,-0.52913636,-0.608417
3489,2048,255.592,0.4023787157664972,0.8914906,-0.48911187,-0.548645
26,2048,162.8628,0.0151527273803423,0.46255097,-0.44739825,-0.967241
465,7168,93.9984,0.4487568893966882,0.8832029,-0.434446,-0.4918983
10497,896,114.5682,0.5062560177201464,0.91129035,-0.4050343,-0.44446242
39,1536,22.4022,0.336242722273017,0.70516264,-0.3689199,-0.52316993
25,3072,16.328200000000002,0.2530687012788881,0.5858844,-0.33281568,-0.5680569
21,1536,16.5398,0.1249155481995532,0.44506112,-0.32014558,-0.7193295
41,3584,19.7908,0.4338954187153234,0.7454957,-0.31160027,-0.4179773
41,3584,22.4596,0.4369566410144042,0.7436208,-0.30666417,-0.4123932
59,55296,389.4802,0.6365647909529586,0.93563396,-0.29906917,-0.31964335
22,2560,18.7732,0.2292805462164782,0.52075744,-0.2914769,-0.55971724
26,1536,12.5648,0.2192451063405674,0.5096316,-0.29038647,-0.56979686
25,3456,21.026,0.368486311729104,0.6578954,-0.28940907,-0.43990135
25,2560,15.502800000000002,0.2332247608299274,0.5207517,-0.28752697,-0.55213827
25,3584,19.989,0.3784511073356003,0.66457665,-0.28612554,-0.43053806
41,3584,25.954,0.4726569784294864,0.7565643,-0.28390735,-0.3752587
8193,896,74.91380000000001,0.6193875167391351,0.9013374,-0.28194988,-0.3128128
29,3072,13.5766,0.3043587030789698,0.5858844,-0.2815257,-0.48051408
58,3072,17.941399999999998,0.4678253995201501,0.7465724,-0.27874696,-0.37336898
57,4096,23.074,0.4831504522448981,0.76010686,-0.2769564,-0.3643651
60,3584,25.6598,0.509947927602819,0.7863273,-0.27637935,-0.35148132
38,1536,12.3668,0.2784441925304001,0.55223715,-0.27379295,-0.49578872
25,3584,20.7444,0.3942377772044146,0.66715,-0.27291223,-0.40907177
8961,896,78.0242,0.6318644034281734,0.90463644,-0.272772,-0.30152667
57,4096,26.2866,0.4947862836685577,0.76739365,-0.27260736,-0.35523796
40,768,11.4706,0.2401592691008283,0.51259667,-0.2724374,-0.5314849
46,3072,17.6276,0.4761534538423165,0.7465724,-0.2704189,-0.36221394
77,1536,17.685200000000002,0.3894175514198257,0.6584104,-0.2689928,-0.40854886
60,3072,17.5382,0.4785806196160849,0.7465724,-0.26799175,-0.35896286
28545,384,456.961,0.6751874714922536,0.9410729,-0.2658854,-0.28253436
65,5120,33.5188,0.5056355717995665,0.77129805,-0.2656625,-0.34443557
125,2048,34.8372,0.5755629563080162,0.84120095,-0.265638,-0.31578422
42,1536,12.7764,0.3234210237799335,0.58841485,-0.26499382,-0.450352
23,1536,13.525200000000002,0.3341574267103442,0.59828824,-0.2641308,-0.4414775
84,1536,18.421,0.411249118310998,0.6752648,-0.26401564,-0.39098093
18,1536,11.253,0.1836024334942656,0.44506112,-0.2614587,-0.58746696
9345,896,80.62899999999999,0.6474191248859438,0.9076315,-0.26021236,-0.28669384
33,1536,11.778,0.2923640380527213,0.55223715,-0.25987312,-0.47058246
26,3072,12.674,0.3260341145827633,0.5858844,-0.25985026,-0.44351798
48,896,12.0658,0.2497166110130975,0.50886375,-0.25914714,-0.50926626
29,1536,10.946000000000002,0.2516691862002522,0.5096316,-0.25796238,-0.50617427
43,1280,16.2516,0.2648557403720981,0.5227249,-0.25786918,-0.4933172
12,3072,13.7556,0.200265412788098,0.45800224,-0.25773683,-0.5627414
48,1536,12.4884,0.33087956569472,0.58841485,-0.25753528,-0.43767637
62,768,10.7926,0.2552462717183961,0.51259667,-0.2573504,-0.5020524
28,2688,23.2914,0.3622146336610565,0.6184763,-0.25626165,-0.41434354
65,1536,16.0788,0.3854911157756121,0.6410522,-0.25556108,-0.39865878
41,1152,10.53,0.257523990184772,0.5127784,-0.25525442,-0.497787
33,768,10.6836,0.2578504354475983,0.51259667,-0.25474623,-0.49697208
64,3072,17.0518,0.492232058958633,0.7465724,-0.25434032,-0.34067738
27,3072,12.4628,0.3315592297254182,0.5858844,-0.25432515,-0.4340876
13,1536,12.7636,0.2360643302173237,0.49035895,-0.25429463,-0.5185887
48,896,11.7204,0.2442219677573923,0.49712315,-0.2529012,-0.50872946
33,1536,11.8868,0.316846279608666,0.5696818,-0.25283554,-0.44381887
44,3072,16.9872,0.4941039502066744,0.7465724,-0.25246844,-0.33817008
28,1536,10.7026,0.2573926814183433,0.5096316,-0.2522389,-0.49494362
29,2304,11.5988,0.3117250769212504,0.56388247,-0.2521574,-0.44718075
57,1536,14.818,0.371814133101358,0.62385154,-0.2520374,-0.40400222
19,1536,10.6834,0.1933914469280351,0.44506112,-0.25166968,-0.5654722
