M,N,avg_duration,overall_perf,pred_perf,perf_diff,rel_gap
128,16384,3122.9174000000003,0.5978120126665478,0.8631001,-0.2652881,-0.30736655
126,16384,3122.869,0.597821277897146,0.8631001,-0.26527882,-0.3073558
125,16384,3121.2786,0.5981258886295451,0.8631001,-0.26497424,-0.3070029
127,16384,3121.2182000000003,0.5981374632140047,0.8631001,-0.26496267,-0.3069895
122,16384,3120.6934,0.5982380506477767,0.8631001,-0.26486206,-0.30687293
123,16384,3119.154,0.5985332998259728,0.8631001,-0.26456684,-0.3065309
124,16384,3116.6773000000003,0.5990089305316859,0.8631001,-0.2640912,-0.3059798
120,16384,3115.1379,0.599304941295017,0.8631001,-0.2637952,-0.30563685
121,16384,3113.7556,0.5995709927540178,0.8631001,-0.26352912,-0.30532858
119,16384,3111.9062000000004,0.5999273166669941,0.8631001,-0.2631728,-0.30491573
118,16384,3109.4004,0.6004107853994559,0.8631001,-0.26268935,-0.3043556
116,16384,3109.0932000000003,0.6004701101547494,0.8631001,-0.26263,-0.3042868
117,16384,3108.8213000000005,0.6005226277513546,0.8631001,-0.26257747,-0.30422598
115,16384,3106.9556,0.6008832364020209,0.8631001,-0.26221687,-0.30380818
113,16384,3105.2565,0.6012120210634395,0.8631001,-0.2618881,-0.30342725
114,16384,3103.9378,0.6014674444460139,0.8631001,-0.26163268,-0.3031313
112,16384,3103.506,0.601551128396524,0.8631001,-0.261549,-0.30303437
110,16384,3103.3812,0.6015753192954132,0.8631001,-0.2615248,-0.30300632
111,16384,3099.7491000000005,0.6022802091580194,0.8631001,-0.2608199,-0.30218965
109,16384,3099.0612,0.6024138975652957,0.8631001,-0.26068622,-0.30203474
108,16384,3098.5619,0.6025109701004786,0.8631001,-0.26058912,-0.30192223
102,16384,3098.4019,0.6025420834803201,0.8631001,-0.260558,-0.3018862
106,16384,3097.8322000000007,0.602652892653573,0.8631001,-0.2604472,-0.3017578
