,time_stats.send_recv.min,time_stats.send_recv.max,time_stats.send_recv.mean,time_stats.send_recv.median,time_stats.send_recv.std,rank,num_workers,size,collective,devices_per_node,max_devices_per_node
0,0.004959999999999923,0.005023999999975786,0.004981333333325248,0.004960000000000036,3.0169889319220897e-05,0,2,2048,send_recv,2,8
1,0.005120000000000118,0.005279999999999973,0.005216000000000009,0.005247999999999934,6.91279007829439e-05,0,2,10240,send_recv,2,8
2,0.005184000000000196,0.005375999999999976,0.005258666666666727,0.005216000000000008,8.39894173227221e-05,0,2,18432,send_recv,2,8
3,0.005249000000000024,0.005407999999999902,0.005354999999999942,0.005407999999999902,7.495331880571653e-05,0,2,26624,send_recv,2,8
4,0.005184000000000196,0.005375999999999976,0.00531200000000005,0.005375999999999976,9.050966799177439e-05,0,2,34816,send_recv,2,8
5,0.005248000000000048,0.005408000000000129,0.0053546666666666924,0.005407999999999902,7.542472332654973e-05,0,2,43008,send_recv,2,8
6,0.005472000000000094,0.005536000000000058,0.005504000000000096,0.005504000000000133,2.6127890589672642e-05,0,2,51200,send_recv,2,8
7,0.005503999999999906,0.005504000000000019,0.005503999999999944,0.005503999999999906,5.356383031911549e-17,0,2,59392,send_recv,2,8
8,0.005695999999999913,0.005759999999999991,0.00571733333333331,0.0056960000000000266,3.016988933063596e-05,0,2,67584,send_recv,2,8
9,0.005759999999999991,0.005759999999999991,0.005759999999999991,0.005759999999999991,0.0,0,2,75776,send_recv,2,8
10,0.0057280000000000655,0.005759999999999991,0.005738666666666708,0.0057280000000000655,1.5084944665277809e-05,0,2,83968,send_recv,2,8
11,0.005759999999999991,0.00579200000000003,0.005781333333333312,0.005791999999999916,1.5084944665304589e-05,0,2,92160,send_recv,2,8
12,0.005951999999999998,0.005983999999999923,0.005972999999999957,0.0059829999999999476,1.4854853303408356e-05,0,2,100352,send_recv,2,8
13,0.006016000000000077,0.006048000000000002,0.006026666666666718,0.006016000000000077,1.5084944665277809e-05,0,2,108544,send_recv,2,8
14,0.006176000000000044,0.006177000000000021,0.006176333333333409,0.006176000000000159,4.7140452075306855e-07,0,2,116736,send_recv,2,8
15,0.006272000000000162,0.006303999999999974,0.006293000000000082,0.0063030000000001115,1.4854853303380309e-05,0,2,124928,send_recv,2,8
16,0.00630399999999986,0.006336000000000013,0.006314666666666577,0.00630399999999986,1.5084944665384933e-05,0,2,133120,send_recv,2,8
17,0.006497000000000071,0.00652800000000002,0.006517666666666704,0.00652800000000002,1.4613540144497754e-05,0,2,141312,send_recv,2,8
18,0.00652800000000002,0.006559999999999945,0.006549333333333303,0.006559999999999945,1.5084944665277809e-05,0,2,149504,send_recv,2,8
