M,N,avg_duration,overall_perf,pred_perf,perf_diff,rel_gap
33,7168,4140.1182,0.0065488474131164,0.29539388,-0.28884503,-0.9778301
453,4608,114.024,0.475566588859647,0.7196668,-0.24410018,-0.339185
897,2048,101.4608,0.4072021038808505,0.646623,-0.23942092,-0.37026352
777,2560,97.7746,0.4621684698627624,0.69993323,-0.23776478,-0.33969638
1953,1024,100.232,0.4121942216201831,0.646623,-0.2344288,-0.36254323
495,4608,110.9904,0.4885648193729583,0.7196668,-0.23110196,-0.32112357
357,2048,103.2782,0.4000365151739108,0.63020235,-0.23016584,-0.3652253
729,2560,98.6834,0.3924962103058322,0.6209592,-0.22846302,-0.36791953
736,2560,98.6322,0.3926999551880072,0.6209592,-0.22825927,-0.36759138
477,4608,110.043,0.492771050663217,0.7196668,-0.22689572,-0.31527886
768,2560,98.2484,0.3942340080865903,0.6209592,-0.22672522,-0.36512095
489,4608,109.99859999999998,0.4929699535097028,0.7196668,-0.22669682,-0.31500247
753,2560,98.197,0.3944403649815632,0.6209592,-0.22651887,-0.36478865
501,4608,109.8448,0.4936601889951312,0.7196668,-0.2260066,-0.3140434
423,4608,109.8196,0.4937734678339057,0.7196668,-0.22589332,-0.313886
363,2048,101.954,0.4052322735884242,0.63020235,-0.22497007,-0.35698068
369,2048,101.8448,0.4056667716116502,0.63020235,-0.22453558,-0.35629126
447,4608,109.4416,0.4954789104703549,0.7196668,-0.22418788,-0.31151623
1017,2048,97.6656,0.4230256223423007,0.646623,-0.2235974,-0.34579253
381,2048,101.4738,0.4071499364509282,0.63020235,-0.22305241,-0.35393777
1569,1280,97.6914,0.4295219322966925,0.65208936,-0.22256744,-0.34131432
471,4608,109.0512,0.4972527099943182,0.7196668,-0.22241408,-0.30905148
672,2560,97.1666,0.398623194802479,0.6209592,-0.22233602,-0.35805252
480,4608,109.0192,0.4973986667314785,0.7196668,-0.2222681,-0.30884865
459,4608,108.9934,0.4975164067561191,0.7196668,-0.22215039,-0.30868506
483,4608,108.885,0.498011707105041,0.7196668,-0.22165507,-0.3079968
489,4096,97.7874,0.4224987188680157,0.6439181,-0.22141936,-0.34386262
405,2048,98.6512,0.4187992768606382,0.63969505,-0.22089577,-0.34531417
2049,1024,95.611,0.4591233427406243,0.6799592,-0.22083583,-0.32477808
453,4608,124.187,0.4990262815926892,0.7194409,-0.22041461,-0.3063693
333,4608,94.062,0.4941361296178422,0.7144888,-0.22035268,-0.30840605
1137,2048,126.0688,0.4915774309912626,0.71186477,-0.22028735,-0.30945113
507,4608,108.4944,0.4998046417891835,0.7196668,-0.21986213,-0.30550545
1809,1024,97.1346,0.3987545171349299,0.6185631,-0.21980861,-0.35535356
681,2560,96.4626,0.4015324127702815,0.6209592,-0.21942681,-0.3533675
921,2048,96.6864,0.4273098514520573,0.646623,-0.21931317,-0.33916697
501,4096,97.1604,0.4252252071979345,0.6439181,-0.2186929,-0.33962843
483,4608,123.7328,0.5008581138724033,0.7194409,-0.21858275,-0.30382308
411,4608,108.2128,0.5011052733884752,0.7196668,-0.21856153,-0.30369824
489,4608,123.7134,0.5009366554645761,0.7194409,-0.21850425,-0.30371398
1641,1280,96.7312,0.4337855717366176,0.65208936,-0.2183038,-0.3347759
435,4608,108.1486,0.5014027433377074,0.7196668,-0.21826404,-0.30328485
1449,1280,97.1538,0.3986757133544397,0.6168876,-0.21821192,-0.3537304
633,3072,96.3856,0.401853186784069,0.6200058,-0.21815261,-0.35185575
225,4608,112.0978,0.4837383492640568,0.7016119,-0.21787351,-0.3105328
24576,7168,12269.176,0.6600076516467857,0.8778244,-0.21781677,-0.2481325
705,2560,96.0404,0.4032975760210761,0.6209592,-0.21766165,-0.35052487
416,4608,123.5028,0.5017908649208868,0.7194409,-0.21765,-0.3025266
441,4608,123.2782,0.5027050754484678,0.7194409,-0.21673578,-0.30125585
608,3072,96.0466,0.4032715423564662,0.6200058,-0.21673423,-0.34956807
480,4096,96.693,0.4272806844490728,0.6439181,-0.2166374,-0.33643627
465,4608,107.6882,0.5035463934593799,0.7196668,-0.21612036,-0.30030614
1545,1280,96.245,0.4359769224039597,0.65208936,-0.21611243,-0.33141536
447,4096,96.5652,0.427846172549057,0.6439181,-0.21607193,-0.3355581
429,4608,107.6176,0.5038767332493235,0.7196668,-0.21579003,-0.29984716
609,3072,95.7648,0.4044582197226389,0.6200058,-0.21554756,-0.3476541
1593,1280,96.0338,0.4369357340516475,0.65208936,-0.21515363,-0.32994503
441,4608,107.4066,0.5048665978453131,0.7196668,-0.21480018,-0.29847172
544,3584,109.0066,0.4836379340243398,0.6983723,-0.21473438,-0.30747837
495,4608,122.7858,0.5047210412942807,0.7194409,-0.21471983,-0.29845375
417,4096,96.2384,0.4292990243128958,0.6439181,-0.21461907,-0.3333018
249,9216,125.4672,0.4939344851256049,0.70814174,-0.21420726,-0.30249208
512,4608,122.51,0.5058572919120994,0.7194409,-0.21358359,-0.2968744
447,4608,122.4722,0.5060134204509374,0.7194409,-0.21342748,-0.29665744
435,4096,95.9122,0.4307590819669886,0.6439181,-0.21315902,-0.33103436
993,2048,95.3044,0.433506230787185,0.646623,-0.2131168,-0.3295843
480,4608,122.3888,0.5063582356567864,0.7194409,-0.21308267,-0.29617816
495,2048,96.8146,0.4267440161032964,0.63969505,-0.21295103,-0.33289462
357,2048,126.2994,0.4395674094952327,0.65241396,-0.21284655,-0.32624462
416,4608,106.9392,0.5070732222434092,0.7196668,-0.21259356,-0.29540554
417,4608,106.888,0.5073161133909548,0.7196668,-0.21235067,-0.29506806
1857,1024,95.3424,0.4062501103401484,0.6185631,-0.212313,-0.3432358
447,2048,96.6674,0.4273938393029521,0.63969505,-0.2123012,-0.33187875
1929,1024,95.1252,0.4343228841719564,0.646623,-0.21230012,-0.3283213
1977,1024,95.0802,0.4345284425299294,0.646623,-0.21209458,-0.32800344
345,5120,108.379,0.4020563770205148,0.61388093,-0.21182457,-0.34505805
453,4096,95.5732,0.4322869928121503,0.6439181,-0.21163109,-0.3286615
1024,2048,94.92,0.4352618122780677,0.646623,-0.2113612,-0.32686928
1881,1024,95.1182,0.4072076691957434,0.6185631,-0.21135545,-0.34168777
960,2048,94.9006,0.4353507904210743,0.646623,-0.21127224,-0.3267317
576,3584,108.2128,0.4871856824610175,0.6983723,-0.21118662,-0.30239832
512,2048,88.392,0.4187188891815414,0.6298439,-0.21112502,-0.33520213
507,4096,95.4514,0.4328386091920516,0.6439181,-0.21107948,-0.32780486
1833,1024,95.0482,0.4075075647944365,0.6185631,-0.21105555,-0.3412029
441,2048,96.3344,0.4288712154893184,0.63969505,-0.21082383,-0.32956928
585,3072,94.6512,0.4092167930263384,0.6200058,-0.210789,-0.33997908
387,4608,106.5554,0.508899640263491,0.7196668,-0.21076715,-0.2928677
423,4096,95.3556,0.4332734650239125,0.6439181,-0.21064463,-0.32712954
417,4608,121.7932,0.5088344573601096,0.7194409,-0.2106064,-0.2927362
477,4608,121.698,0.5092325003874452,0.7194409,-0.21020836,-0.29218295
849,2048,96.6738,0.3739448518497765,0.58404744,-0.21010259,-0.3597355
465,2048,96.1488,0.4296990833108078,0.63969505,-0.20999596,-0.32827508
513,3584,107.9442,0.4883979576393878,0.6983723,-0.20997435,-0.3006625
405,4608,106.3888,0.5096965538490178,0.7196668,-0.20997024,-0.29176036
1905,1024,94.7792,0.408664142766499,0.6185631,-0.20989898,-0.33933318
896,2048,96.5966,0.3742437085648452,0.58404744,-0.20980373,-0.35922378
411,4096,95.144,0.4342370640443349,0.6439181,-0.20968103,-0.32563308
512,4096,95.0926,0.434471780363921,0.6439181,-0.20944631,-0.32526857
273,2048,71.5088,0.3881836926280556,0.5975984,-0.20941469,-0.35042715
441,4096,95.0802,0.4345284425299294,0.6439181,-0.20938966,-0.32518056
