M,N,avg_duration,overall_perf,pred_perf,perf_diff,rel_gap
15105,640,3494.2226,0.0086256924269157,0.802466,-0.7938403,-0.989251
672,19456,1947.763,0.0349638745995632,0.7806792,-0.7457154,-0.95521355
5697,3584,857.9774,0.0431543625655884,0.70774895,-0.6645946,-0.9390259
41985,1024,56.9044,0.3918454708684304,0.82116044,-0.42931497,-0.522815
54273,1024,71.27919999999999,0.4045281483033081,0.8188508,-0.41432267,-0.5059807
14337,1536,50.1844,0.3428666553161776,0.7522821,-0.40941542,-0.54423124
28545,1024,70.6456,0.4286780668802628,0.8201503,-0.39147225,-0.4773177
106497,896,200.9434,0.4302803526733103,0.8212377,-0.39095733,-0.4760587
65536,2048,165.85899999999998,0.41915991262261,0.80387574,-0.38471583,-0.47857624
73728,1024,85.4804,0.4582266684187699,0.8320165,-0.37378985,-0.44925773
17025,640,76.84700000000001,0.4412351893518964,0.8147918,-0.3735566,-0.4584688
98304,1024,113.6346,0.4595947467538211,0.8283722,-0.36877742,-0.44518325
25473,576,63.7334,0.4187712697037426,0.7870039,-0.3682326,-0.46789172
45057,1024,52.239,0.4579205473958123,0.82462305,-0.3667025,-0.44469106
411,25600,321.2452,0.3647010755191212,0.72908634,-0.36438528,-0.49978343
46593,1024,53.5636,0.4621873179784234,0.82517195,-0.36298463,-0.43988967
131072,1024,147.369,0.4717508020524903,0.8335639,-0.36181313,-0.43405566
2145,5120,55.7208,0.2631101027767687,0.6230427,-0.3599326,-0.57770133
24576,1024,36.808800000000005,0.3547104578896334,0.71445787,-0.3597474,-0.503525
52737,1024,59.0932,0.4734578949270429,0.8331152,-0.35965732,-0.43170178
43521,1024,51.0294,0.4529914150000083,0.8118872,-0.35889578,-0.4420513
37377,1024,44.6868,0.4439576384906043,0.80281925,-0.35886163,-0.44700176
51201,1024,58.1716,0.4678417275449301,0.82659537,-0.35875365,-0.43401363
40449,1024,47.829,0.4484707797637157,0.80517495,-0.35670418,-0.4430145
49665,1024,56.1306,0.4692200967713701,0.82567996,-0.35645986,-0.43171674
38913,1024,46.8184,0.4417628448309394,0.79777896,-0.35601613,-0.4462591
18945,640,80.03399999999999,0.4707388331643106,0.8258881,-0.35514927,-0.43002105
32769,1024,40.4054,0.4305691179065595,0.78570914,-0.35514003,-0.45199937
18177,640,77.8004,0.4681116641348461,0.8223104,-0.35419872,-0.43073604
6369,4096,140.06660000000002,0.3873917063644863,0.7414494,-0.3540577,-0.47752103
55809,1024,62.67719999999999,0.4720856196849821,0.825938,-0.35385236,-0.42842487
32385,1024,40.168400000000005,0.4285716035968783,0.7824133,-0.3538417,-0.45224395
32001,1024,40.1368,0.423945040896052,0.776682,-0.35273698,-0.4541588
48129,1024,54.92719999999999,0.4648366237679449,0.81734866,-0.35251203,-0.43128723
28545,896,49.0262,0.4729380485709102,0.824869,-0.35193092,-0.42665067
25473,896,44.9366,0.4616656883679647,0.812546,-0.35088032,-0.43182826
60417,1024,67.56700000000001,0.4743097964228562,0.82497644,-0.35066664,-0.42506263
30465,1024,38.306,0.4236235160124154,0.7742414,-0.3506179,-0.45285344
49152,1024,57.276,0.4547298485537143,0.8046053,-0.34987545,-0.4348411
34305,1024,41.5892,0.4374758488886164,0.78725576,-0.3497799,-0.44430277
36864,1024,44.3672,0.440276377691671,0.79000914,-0.34973276,-0.44269457
57345,1024,62.8376,0.4843728482514657,0.8331566,-0.34878373,-0.41862926
58881,1024,65.1288,0.4798297662012257,0.8281692,-0.34833947,-0.42061388
28929,1024,37.0326,0.4157541292522849,0.7628681,-0.34711397,-0.45501176
30081,1024,37.839,0.4214577812206073,0.7683783,-0.34692055,-0.45149705
24705,896,44.194,0.4544415531145426,0.80122036,-0.3467788,-0.4328133
30849,896,53.8838,0.4662016292507868,0.8125409,-0.34633926,-0.42624226
23553,896,41.9798,0.4576910112820084,0.8038797,-0.34618866,-0.43064737
24576,1024,44.54,0.4397103604299935,0.7855188,-0.34580848,-0.4402294
28929,896,49.9606,0.472927725832523,0.8174523,-0.3445246,-0.4214614
30081,896,51.720600000000005,0.4736520036920683,0.8181556,-0.34450358,-0.42107344
22017,1024,32.5268,0.3589198952336577,0.7024948,-0.3435749,-0.48907822
