M,N,avg_duration,overall_perf,pred_perf,perf_diff,rel_gap
8577,16384,369238.3144,0.2748127429410691,0.7933701,-0.5185574,-0.6536135
9216,16384,393240.2452,0.2732179648925444,0.79079324,-0.51757526,-0.6545014
10497,16384,458219.305,0.2702958787602957,0.7859381,-0.51564217,-0.65608495
8961,16384,383228.3634,0.2764619825771019,0.78984344,-0.5133815,-0.6499788
9345,16384,399020.3122,0.2767396768917753,0.7897767,-0.51303697,-0.6495975
11649,16384,508636.9809,0.2699072861462295,0.78264296,-0.51273566,-0.65513355
10113,16384,433720.57350000006,0.2752419826443066,0.786872,-0.51163006,-0.65020746
12288,16384,531585.8583,0.2694837163927596,0.7810635,-0.51157975,-0.65497845
11265,16384,488157.0757,0.2720602744756842,0.7833097,-0.5112494,-0.65267855
10881,16384,468501.6962999999,0.2739188990553249,0.78515136,-0.5112325,-0.651126
12417,16384,542321.4942,0.2696522026226063,0.7802702,-0.51061803,-0.6544118
13569,16384,596653.2219,0.2676064035497613,0.7772531,-0.50964665,-0.6557023
14337,16384,633046.1062,0.2663654029617331,0.77497524,-0.50860983,-0.6562917
12801,16384,558584.5759,0.2698156574479704,0.77838516,-0.5085695,-0.65336484
13953,16384,614324.8521,0.2671956074446071,0.7755054,-0.50830984,-0.6554562
13185,16384,574895.7635,0.2699472732031977,0.77781975,-0.50787246,-0.6529437
15105,16384,668509.7605999999,0.2656280430434176,0.77324384,-0.5076158,-0.6564757
16257,16384,724620.4464,0.2635931374155401,0.7711711,-0.50757796,-0.6581911
16384,16384,723150.2498,0.2641290339799385,0.7711711,-0.50704205,-0.65749615
15873,16384,703414.8030000001,0.2651753943197638,0.7716771,-0.5065017,-0.6563648
16641,16384,740836.3475,0.2638661786882242,0.7700786,-0.5062124,-0.6573516
18432,16384,822089.5097,0.261383458223659,0.7671175,-0.5057341,-0.65926546
15489,16384,682920.3863000001,0.2665780993829774,0.7721865,-0.50560844,-0.654775
17409,16384,777206.7707,0.2630381283944839,0.76855016,-0.505512,-0.65774757
17793,16384,795535.9156,0.2626049803534352,0.76808965,-0.5054847,-0.6581064
17025,16384,754654.5023,0.2649667292580699,0.76959676,-0.50463,-0.65570706
18177,16384,810442.2213000001,0.2632986868458591,0.7670957,-0.503797,-0.656759
18561,16384,825783.1966,0.2638283906428333,0.766642,-0.5028136,-0.6558649
18945,16384,843290.7306,0.2636596405688201,0.7662053,-0.5025457,-0.6558891
7905,16384,316543.26080000005,0.292276118762085,0.79394853,-0.5016724,-0.63187015
19329,16384,859557.1983,0.2638782044054169,0.7653055,-0.5014273,-0.6551989
19713,16384,876855.0651,0.2637780158011841,0.76485914,-0.5010811,-0.6551286
7425,16384,296170.82730000006,0.2972654577204445,0.79831535,-0.5010499,-0.62763405
7521,16384,295962.8015,0.2974743991290988,0.79831535,-0.50084096,-0.6273723
7713,16384,305767.8033,0.2976958604616804,0.7982279,-0.50053203,-0.62705404
8001,16384,315318.1072,0.298144191285966,0.7981301,-0.4999859,-0.6264466
8192,16384,324190.06830000004,0.2945879525298603,0.79397404,-0.4993861,-0.6289703
7233,16384,283920.06980000006,0.2995804552901074,0.7983898,-0.49880934,-0.6247692
6945,16384,273670.60020000004,0.2998950232601161,0.79837376,-0.49847874,-0.62436765
7329,16384,291450.1988,0.2969602714806251,0.7939779,-0.49701765,-0.62598425
7617,16384,300590.5118,0.297858978936754,0.7939032,-0.4960442,-0.624817
20481,16384,896831.2992999998,0.2678858863390458,0.763615,-0.49572912,-0.6491872
21249,16384,934289.4516,0.2667286945979054,0.7624186,-0.49568993,-0.65015453
20097,16384,878404.7818,0.2684090219548908,0.7640432,-0.4956342,-0.64869916
7137,16384,279800.5518,0.2986580149933643,0.79407257,-0.49541456,-0.62389076
3297,16384,125607.2787,0.3088824655288377,0.804276,-0.4953935,-0.61594963
6753,16384,260616.696,0.3034648181116331,0.7983362,-0.49487138,-0.6198784
7809,16384,309139.5349,0.2992759748986684,0.79394853,-0.49467257,-0.62305367
20865,16384,911887.98,0.2683719185066128,0.76283073,-0.49445882,-0.6481894
8097,16384,318676.93960000004,0.2996843404197565,0.79397404,-0.4942897,-0.62255144
22017,16384,966452.7060999998,0.2671161894055806,0.76126456,-0.49414837,-0.64911515
21633,16384,946610.5645,0.2679861122002111,0.7620114,-0.4940253,-0.64831746
22785,16384,1003581.2727,0.266155347506442,0.7601553,-0.49399996,-0.6498671
6465,16384,249795.6101,0.3046632623124735,0.79850006,-0.4938368,-0.6184555
8193,16384,327714.9515,0.2959728092633566,0.7895823,-0.4936095,-0.62515265
3489,16384,134598.5422,0.3104219259316614,0.8039483,-0.49352637,-0.61387825
25857,16384,1150431.5565,0.263311584112962,0.7565099,-0.4931983,-0.651939
23169,16384,1018676.5983,0.2666059100462277,0.75977665,-0.49317074,-0.64909965
24576,16384,1081477.3519,0.2649222980487621,0.75802946,-0.49310717,-0.65051186
25089,16384,1110581.2219,0.2646979720765915,0.7573439,-0.49264592,-0.6504917
23553,16384,1035964.8213,0.2664780453956794,0.75907844,-0.4926004,-0.64894533
24705,16384,1091050.85,0.2653331126749334,0.757691,-0.4923579,-0.6498136
22401,16384,978028.8261,0.2685318021632948,0.76087433,-0.49234253,-0.6470747
6657,16384,258216.2393,0.3062859193631467,0.7983362,-0.4920503,-0.6163447
23937,16384,1050590.3738,0.2670294406088432,0.7587192,-0.49168977,-0.64805233
27009,16384,1196360.5451,0.2644286409224038,0.75555265,-0.491124,-0.6500196
28929,16384,1286837.5485,0.2632308865400544,0.75434685,-0.49111596,-0.65104795
28545,16384,1268209.9421,0.2635673309933626,0.7544988,-0.49093145,-0.6506723
29697,16384,1323341.5673999998,0.2627354536290128,0.75365114,-0.4909157,-0.65138316
24321,16384,1065358.5536999998,0.2675298733756163,0.7583575,-0.49082765,-0.6472246
31233,16384,1396011.2403,0.2618857592600521,0.7527039,-0.49081814,-0.6520733
26625,16384,1175462.7899,0.2653212985792346,0.7559354,-0.4906141,-0.6490159
28161,16384,1247476.1261,0.2643593921620003,0.7548613,-0.4905019,-0.64979076
31617,16384,1411740.3998999998,0.2621389476237187,0.75256926,-0.49043033,-0.6516747
30081,16384,1338068.8129999998,0.2631893238536372,0.7535078,-0.49031848,-0.6507145
30465,16384,1356636.4001,0.2628870235849204,0.7531705,-0.49028346,-0.6509595
945,16384,36897.6082,0.323538886089006,0.813782,-0.49024308,-0.6024256
32768,16384,1459607.2523000003,0.261721057635259,0.7517908,-0.49006978,-0.65186983
32385,16384,1446666.5997,0.2619992063952786,0.7519354,-0.4899362,-0.65156686
32001,16384,1427451.307,0.2623899113455469,0.7522498,-0.48985988,-0.65119314
36864,16384,1653834.3978,0.2598574552574569,0.7496109,-0.48975345,-0.65334356
27777,16384,1226268.3865,0.2652807124994424,0.7550171,-0.48973638,-0.6486428
29313,16384,1298768.0274000005,0.264259714306258,0.7539954,-0.4897357,-0.64952075
40449,16384,1833789.4536,0.2579553297028089,0.7476363,-0.48968098,-0.65497214
30849,16384,1370935.997,0.2634103891396991,0.7530317,-0.48962128,-0.6502001
41985,16384,1906388.3359,0.2575249074117494,0.7469694,-0.4894445,-0.65524036
34305,16384,1533202.8356000003,0.2618106929169458,0.75095636,-0.48914567,-0.6513636
43521,16384,1977468.9352,0.25732348418742,0.7463294,-0.48900595,-0.6552146
32769,16384,1459008.9987,0.2628511411018053,0.7518079,-0.48895678,-0.6503746
37377,16384,1678600.8885,0.2604683060369964,0.7492158,-0.48874748,-0.6523454
7041,16384,273507.5024,0.3055297447469068,0.79407257,-0.48854282,-0.615237
46593,16384,2122527.2021,0.2566104353849031,0.7449909,-0.48838046,-0.65555227
49152,16384,2237599.3617,0.2560846863447135,0.7441899,-0.48810524,-0.655888
74241,16384,3419815.7288,0.2535176151943045,0.7413289,-0.48781127,-0.65802276
52737,16384,2408345.3870999995,0.2558974718022249,0.7436203,-0.4877228,-0.65587616
