M,N,avg_duration,overall_perf,pred_perf,perf_diff,rel_gap
1113,768,37.1542,0.3347184982177585,0.65036803,-0.31564954,-0.48533988
1152,768,36.8918,0.3370992477049709,0.65036803,-0.31326878,-0.48167923
849,1024,41.5574,0.3724043742887379,0.67979205,-0.30738768,-0.45217898
896,1024,41.3398,0.3743645964437853,0.67979205,-0.30542746,-0.44929543
768,1152,45.8006,0.3801408111918871,0.6729748,-0.292834,-0.4351337
1737,18944,1999.5932,0.3340950219202335,0.6150496,-0.28095457,-0.45679986
736,1152,44.1172,0.3946460164533367,0.6729748,-0.2783288,-0.41357982
753,1152,43.9128,0.3964829670864792,0.6729748,-0.27649185,-0.41085023
1536,18944,1684.359,0.3399618662829429,0.6129388,-0.27297696,-0.4453576
1473,18944,1679.0277999999998,0.3410413032651821,0.6129388,-0.27189752,-0.4435965
1473,28672,2874.022,0.3446299585807885,0.61053604,-0.26590607,-0.43552887
64,7168,99.1066,0.1821827924148805,0.4475507,-0.26536793,-0.5929338
62,7168,97.737,0.1847357411701259,0.4475507,-0.26281497,-0.5872295
60,7168,95.606,0.1888533892720602,0.4475507,-0.25869733,-0.5780291
256,3584,45.8716,0.3936099271606962,0.6520383,-0.25842834,-0.3963392
363,2304,44.71939999999999,0.3893316376578207,0.64686894,-0.2575373,-0.39812902
384,2304,44.5976,0.3903949368816964,0.64686894,-0.25647402,-0.3964853
327,2304,44.5656,0.3906752570833814,0.64686894,-0.2561937,-0.39605194
339,2304,44.4378,0.3917988117565483,0.64686894,-0.25507012,-0.39431497
375,2304,44.4116,0.3920299479657374,0.64686894,-0.254839,-0.3939577
58,7168,93.4554,0.1931992922265015,0.4475507,-0.25435144,-0.56831867
351,2304,44.2198,0.3937303478775378,0.64686894,-0.2531386,-0.39132905
249,3584,45.0774,0.4005447770888427,0.6520383,-0.2514935,-0.3857036
195,3584,44.9686,0.4015138815694639,0.6520383,-0.2505244,-0.38421732
64,4096,87.7084,0.2016572779029055,0.45104223,-0.24938495,-0.5529082
225,3584,44.7958,0.4030627231737036,0.6520383,-0.24897555,-0.38184193
207,3584,44.7832,0.4031761270910652,0.6520383,-0.24886215,-0.381668
219,3584,44.745000000000005,0.4035203293048294,0.6520383,-0.24851796,-0.38114014
62,4096,87.0744,0.203125570698382,0.45104223,-0.24791667,-0.5496529
237,3584,44.5078,0.4056708517326085,0.6520383,-0.24636742,-0.37784198
