,time_stats.all_reduce.min,time_stats.all_reduce.max,time_stats.all_reduce.mean,time_stats.all_reduce.median,time_stats.all_reduce.std,rank,num_workers,size,collective,devices_per_node,max_devices_per_node
0,0.06723199999999997,0.08384000000000015,0.07703466666666675,0.08003200000000016,0.0071037277225099735,0,8,2048,all_reduce,8,8
1,0.029568000000000212,0.08451199999999971,0.06504533333333333,0.08105600000000004,0.02512590786861669,0,8,10240,all_reduce,8,8
2,0.031903999999999995,0.08099200000000019,0.05454933333333339,0.05075199999999996,0.020219178046817145,0,8,18432,all_reduce,8,8
3,0.04553600000000006,0.051776000000000294,0.04830933333333345,0.047615999999999985,0.002594215788163376,0,8,26624,all_reduce,8,8
4,0.04627200000000016,0.048414999999999965,0.047018333333333356,0.04636799999999994,0.0009883698138292184,0,8,34816,all_reduce,8,8
5,0.0455029999999997,0.049920000000000075,0.0479996666666666,0.04857600000000002,0.0018487098804903976,0,8,43008,all_reduce,8,8
6,0.05251199999999995,0.08966400000000022,0.07654400000000001,0.08745599999999991,0.017017081300857738,0,8,51200,all_reduce,8,8
7,0.05081600000000026,0.07228800000000002,0.05840000000000009,0.052096,0.0098341923240633,0,8,59392,all_reduce,8,8
8,0.04681500000000006,0.06633600000000024,0.05492233333333343,0.05161599999999999,0.008305269023671485,0,8,67584,all_reduce,8,8
9,0.039552000000000136,0.03977700000000004,0.03965899999999995,0.039647999999999683,9.218459741190991e-05,0,8,75776,all_reduce,8,8
10,0.08457499999999982,0.08815900000000011,0.086026,0.08534400000000006,0.0015405858193125682,0,8,83968,all_reduce,8,8
11,0.04723199999999997,0.09020800000000008,0.06215433333333325,0.049022999999999685,0.01985040856562471,0,8,92160,all_reduce,8,8
12,0.03945499999999993,0.10451099999999997,0.06116199999999996,0.039519999999999986,0.030652383343985942,0,8,100352,all_reduce,8,8
13,0.08511999999999989,0.11187099999999964,0.09490066666666659,0.08771100000000025,0.012046368203275388,0,8,108544,all_reduce,8,8
14,0.09014300000000003,0.0984319999999998,0.09356766666666666,0.09212800000000015,0.003533776104332968,0,8,116736,all_reduce,8,8
15,0.09081600000000026,0.09353500000000031,0.09196766666666689,0.09155200000000013,0.001148281130888968,0,8,124928,all_reduce,8,8
16,0.05177599999999984,0.0934409999999998,0.07782433333333331,0.08825600000000032,0.018540187131981484,0,8,133120,all_reduce,8,8
17,0.03971199999999999,0.04876700000000028,0.04276233333333342,0.039807999999999996,0.004246121393564961,0,8,141312,all_reduce,8,8
18,0.04003200000000015,0.0730880000000002,0.05107200000000012,0.04009600000000001,0.01556768482037931,0,8,149504,all_reduce,8,8
19,0.03996800000000007,0.04006399999999985,0.04002133333333336,0.04003200000000015,3.991101212551612e-05,0,8,157696,all_reduce,8,8
20,0.03967900000000009,0.056256000000000084,0.045205,0.03967999999999984,0.007814237049556888,0,8,165888,all_reduce,8,8
21,0.039840000000000146,0.07612800000000015,0.055413333333333405,0.050271999999999935,0.015254064318148887,0,8,174080,all_reduce,8,8
22,0.03993599999999992,0.040126999999999954,0.039999666666666676,0.03993600000000015,9.00382634710479e-05,0,8,182272,all_reduce,8,8
23,0.05510399999999981,0.12662300000000004,0.09605300000000004,0.10643200000000025,0.03010575328183426,0,8,190464,all_reduce,8,8
24,0.0746880000000001,0.11382400000000008,0.0878506666666667,0.07503999999999997,0.018366482322123897,0,8,198656,all_reduce,8,8
25,0.03971199999999999,0.04080000000000018,0.04020266666666673,0.04009600000000001,0.00045053252441486534,0,8,206848,all_reduce,8,8
26,0.04006399999999985,0.0413119999999999,0.04051199999999987,0.040159999999999856,0.0005670414446934405,0,8,215040,all_reduce,8,8
27,0.03983999999999992,0.04793599999999992,0.04260266666666666,0.04003200000000015,0.00377205066538373,0,8,223232,all_reduce,8,8
28,0.039615999999999985,0.08851200000000017,0.05600000000000008,0.039872000000000074,0.022989693226893433,0,8,231424,all_reduce,8,8
29,0.045952,0.06854399999999987,0.05746133333333326,0.05788799999999992,0.009228078504699009,0,8,239616,all_reduce,8,8
30,0.039838999999999944,0.04,0.039914333333333316,0.039903999999999995,6.613286290157454e-05,0,8,247808,all_reduce,8,8
31,0.04572700000000009,0.04838400000000002,0.04711433333333335,0.04723199999999997,0.00108790205850013,0,8,256000,all_reduce,8,8
32,0.03977599999999984,0.11228700000000026,0.06399966666666675,0.03993600000000015,0.03414436332528251,0,8,264192,all_reduce,8,8
33,0.049695999999999914,0.07318399999999975,0.05781333333333328,0.050560000000000174,0.010874424715307286,0,8,272384,all_reduce,8,8
34,0.04527999999999997,0.048,0.046826666666666676,0.04720000000000005,0.0011413831764817614,0,8,280576,all_reduce,8,8
35,0.047872000000000074,0.052639999999999874,0.04949333333333327,0.04796799999999985,0.002225374475353612,0,8,288768,all_reduce,8,8
36,0.08534300000000031,0.09049600000000009,0.08766900000000018,0.08716800000000012,0.002133323385393391,0,8,296960,all_reduce,8,8
37,0.0399680000000003,0.10828699999999981,0.07066633333333343,0.06374400000000015,0.028317373516780778,0,8,305152,all_reduce,8,8
38,0.049151999999999814,0.05308799999999997,0.05051733333333314,0.04931199999999967,0.0018189090747540418,0,8,313344,all_reduce,8,8
39,0.04003099999999995,0.0573119999999999,0.04810633333333333,0.046976000000000115,0.00710006949887735,0,8,321536,all_reduce,8,8
40,0.047615999999999985,0.07891200000000026,0.059168000000000116,0.05097600000000011,0.01402834159835021,0,8,329728,all_reduce,8,8
41,0.04,0.06198399999999993,0.047349333333333334,0.04006400000000008,0.01034830502492499,0,8,337920,all_reduce,8,8
42,0.04860799999999995,0.079904,0.06205866666666665,0.057663999999999986,0.01314901074436994,0,8,346112,all_reduce,8,8
43,0.05558500000000004,0.06406400000000008,0.05902966666666657,0.0574399999999996,0.0036394725197784945,0,8,354304,all_reduce,8,8
44,0.040159999999999856,0.06431999999999971,0.05605333333333329,0.06368000000000029,0.011241320602531107,0,8,362496,all_reduce,8,8
45,0.04988799999999992,0.09500800000000004,0.07473066666666674,0.07929600000000028,0.018700896615462717,0,8,370688,all_reduce,8,8
46,0.05139199999999983,0.05817600000000039,0.054794333333333424,0.05481500000000006,0.002769594956347135,0,8,378880,all_reduce,8,8
47,0.07379300000000012,0.0839989999999998,0.08051199999999986,0.0837439999999997,0.004752190863170198,0,8,387072,all_reduce,8,8
48,0.0571840000000002,0.09919999999999982,0.0716586666666667,0.0585920000000001,0.019483144806615522,0,8,395264,all_reduce,8,8
49,0.050815999999999806,0.052384000000000014,0.05150933333333327,0.05132799999999998,0.0006528487999189829,0,8,403456,all_reduce,8,8
50,0.0465920000000001,0.05103899999999999,0.048255666666666676,0.04713599999999997,0.0019806046775893414,0,8,411648,all_reduce,8,8
51,0.047327999999999974,0.051904,0.04933333333333334,0.048768000000000034,0.0019104354361128184,0,8,419840,all_reduce,8,8
52,0.06988799999999992,0.08348800000000006,0.07698133333333333,0.07756799999999998,0.005567652607298357,0,8,428032,all_reduce,8,8
53,0.046368000000000166,0.04899200000000019,0.048074333333333476,0.04886300000000006,0.0012077086661203436,0,8,436224,all_reduce,8,8
54,0.04028800000000001,0.046975999999999886,0.04264533333333331,0.04067200000000003,0.003066253885262684,0,8,444416,all_reduce,8,8
55,0.08736000000000013,0.09369500000000017,0.08988766666666674,0.08860799999999995,0.002739977656032216,0,8,452608,all_reduce,8,8
56,0.04022399999999993,0.04873599999999988,0.04367999999999999,0.04208000000000016,0.003654543838383422,0,8,460800,all_reduce,8,8
57,0.04662400000000003,0.04723199999999997,0.04698666666666668,0.04710400000000004,0.0002617140084562038,0,8,468992,all_reduce,8,8
58,0.040192000000000005,0.048991999999999966,0.04589866666666672,0.04851200000000017,0.004039977997739893,0,8,477184,all_reduce,8,8
59,0.05030400000000009,0.05119899999999984,0.0508473333333333,0.05103899999999999,0.0003897078677960586,0,8,485376,all_reduce,8,8
60,0.047840000000000146,0.050048,0.049173333333333326,0.049631999999999836,0.0009579830664241287,0,8,493568,all_reduce,8,8
61,0.07737599999999975,0.08345499999999993,0.0808743333333332,0.08179199999999992,0.0025651698232714805,0,8,501760,all_reduce,8,8
62,0.08195100000000002,0.09811200000000009,0.08972766666666666,0.0891199999999999,0.006611677766564951,0,8,509952,all_reduce,8,8
63,0.04035199999999986,0.09100699999999984,0.06028766666666654,0.04950399999999991,0.02204083870656668,0,8,518144,all_reduce,8,8
64,0.040159999999999856,0.07052800000000024,0.0503789999999999,0.04044899999999962,0.014247983038545261,0,8,526336,all_reduce,8,8
65,0.040415999999999716,0.09283100000000014,0.07411166666666653,0.08908799999999974,0.023875384483233515,0,8,534528,all_reduce,8,8
66,0.06991899999999987,0.09132799999999998,0.08413833333333331,0.09116800000000012,0.010054799196845782,0,8,542720,all_reduce,8,8
67,0.046336000000000016,0.08979100000000016,0.0625916666666667,0.05164799999999991,0.019354708924588845,0,8,550912,all_reduce,8,8
68,0.04681600000000003,0.058271000000000184,0.0535146666666667,0.05545699999999988,0.0048739956458285685,0,8,559104,all_reduce,8,8
69,0.040799999999999274,0.049088000000000194,0.04358399999999984,0.04086400000000003,0.0038920034258295134,0,8,567296,all_reduce,8,8
70,0.05516799999999967,0.11756800000000021,0.07737600000000006,0.05939200000000028,0.028472304578309206,0,8,575488,all_reduce,8,8
71,0.053503999999999906,0.07072000000000025,0.06116266666666676,0.05926400000000012,0.007155481131428143,0,8,583680,all_reduce,8,8
72,0.04915200000000004,0.05843200000000002,0.05234133333333337,0.04944000000000005,0.004308356324890283,0,8,591872,all_reduce,8,8
73,0.04534400000000005,0.08486400000000004,0.059637333333333264,0.04870399999999973,0.01789061082119774,0,8,600064,all_reduce,8,8
74,0.04687999999999988,0.051744000000000595,0.04901333333333355,0.04841600000000017,0.002030144384575493,0,8,608256,all_reduce,8,8
75,0.04681500000000006,0.07244799999999987,0.06271966666666672,0.0688960000000002,0.01133940011150891,0,8,616448,all_reduce,8,8
76,0.046336000000000016,0.057375,0.05238366666666661,0.05343999999999983,0.004568133122208901,0,8,624640,all_reduce,8,8
77,0.04777600000000007,0.05990400000000045,0.052523000000000215,0.04988900000000013,0.005289963011843131,0,8,632832,all_reduce,8,8
78,0.046752999999999934,0.08822399999999994,0.06129099999999995,0.04889599999999996,0.01906459159454161,0,8,641024,all_reduce,8,8
